x,y,bucket,longitude,latitude,speed
530.456,6.410,3,-122.423,37.71,27.917
349.616,318.589,5,-122.453,37.759,14.722
301.392,586.171,3,-122.461,37.801,17.931
144.664,95.604,3,-122.487,37.724,15.648
657.044,12.781,2,-122.402,37.711,13.651
717.324,344.073,3,-122.392,37.763,15.849
578.680,567.058,3,-122.415,37.798,21.667
72.328,560.687,3,-122.499,37.797,22.500
138.636,356.815,2,-122.488,37.765,12.663
229.056,484.235,2,-122.473,37.785,10.988
747.464,273.992,2,-122.387,37.752,11.770
114.524,471.493,2,-122.492,37.783,10.071
669.100,318.589,1,-122.4,37.759,9.722
554.568,375.928,2,-122.419,37.768,10.855
458.120,535.203,2,-122.435,37.793,10.917
373.728,356.815,2,-122.449,37.765,10.098
427.980,375.928,1,-122.44,37.768,9.777
657.044,477.864,2,-122.402,37.784,10.910
379.756,133.830,3,-122.448,37.73,23.334
759.520,172.056,1,-122.385,37.736,9.723
536.484,223.024,2,-122.422,37.744,11.563
180.832,318.589,4,-122.481,37.759,40.000
403.868,324.960,2,-122.444,37.76,11.911
48.216,127.459,3,-122.503,37.729,18.333
584.708,267.621,2,-122.414,37.751,10.185
566.624,44.636,3,-122.417,37.716,16.944
210.972,44.636,3,-122.476,37.716,20.556
488.260,496.977,2,-122.43,37.787,10.023
452.092,324.960,5,-122.436,37.76,55.833
361.672,375.928,2,-122.451,37.768,10.375
723.352,172.056,2,-122.391,37.736,10.325
753.492,57.378,2,-122.386,37.718,12.223
524.428,133.830,3,-122.424,37.73,25.051
229.056,471.493,2,-122.473,37.783,11.178
440.036,484.235,2,-122.438,37.785,10.011
403.868,560.687,2,-122.444,37.797,10.926
735.408,197.540,2,-122.389,37.74,11.056
349.616,82.862,3,-122.453,37.722,20.139
494.288,382.299,2,-122.429,37.769,10.043
747.464,31.894,2,-122.387,37.714,13.889
572.652,108.346,3,-122.416,37.726,15.648
42.188,25.523,2,-122.504,37.713,12.685
331.532,121.088,3,-122.456,37.728,19.908
