x,y,bucket,longitude,latitude,speed
632.932,121.088,3,-122.406,37.728,21.313
247.140,471.493,5,-122.47,37.783,10.096
657.044,140.201,3,-122.402,37.731,21.871
319.476,63.749,1,-122.458,37.719,9.722
494.288,95.604,1,-122.429,37.724,9.461
626.904,223.024,3,-122.407,37.744,15.926
488.260,477.864,2,-122.43,37.784,11.609
868.024,210.282,2,-122.367,37.742,13.333
849.940,573.429,3,-122.37,37.799,24.259
632.932,535.203,2,-122.406,37.793,11.260
90.412,484.235,2,-122.496,37.785,11.667
554.568,242.137,5,-122.419,37.747,10.500
765.548,522.461,3,-122.384,37.791,17.319
657.044,401.412,5,-122.402,37.772,10.190
283.308,414.154,5,-122.464,37.774,10.160
331.532,598.913,3,-122.456,37.803,17.899
210.972,51.007,5,-122.476,37.717,10.067
566.624,51.007,5,-122.417,37.717,10.556
325.504,598.913,3,-122.457,37.803,17.711
560.596,31.894,5,-122.418,37.714,60.556
403.868,101.975,2,-122.444,37.725,12.237
204.944,235.766,5,-122.477,37.746,14.167
548.540,356.815,5,-122.42,37.765,10.172
60.272,89.233,3,-122.501,37.723,17.222
440.036,44.636,2,-122.438,37.716,11.435
319.476,89.233,5,-122.458,37.723,10.278
223.028,522.461,3,-122.474,37.791,16.250
114.524,44.636,3,-122.492,37.716,17.685
861.996,414.154,2,-122.368,37.774,13.889
602.792,547.945,2,-122.411,37.795,11.945
241.112,503.348,3,-122.471,37.788,15.556
138.636,254.879,3,-122.488,37.749,20.556
217.000,363.186,2,-122.475,37.766,12.067
500.316,471.493,1,-122.428,37.783,9.167
464.148,414.154,2,-122.434,37.774,12.044
825.828,178.427,5,-122.374,37.737,10.834
403.868,471.493,5,-122.444,37.783,10.571
735.408,503.348,3,-122.389,37.788,16.756
488.260,12.781,2,-122.43,37.711,12.500
880.080,579.800,3,-122.365,37.8,24.167
771.576,51.007,5,-122.383,37.717,56.944
102.468,261.250,2,-122.494,37.75,11.736
54.244,114.717,3,-122.502,37.727,17.009
524.428,191.169,5,-122.424,37.739,10.587
162.748,159.314,2,-122.484,37.734,11.664
325.504,229.395,5,-122.457,37.745,10.344
855.968,624.397,3,-122.369,37.807,19.779
548.540,127.459,5,-122.42,37.729,10.947
229.056,560.687,3,-122.473,37.797,21.806
12.048,439.638,1,-122.509,37.778,9.722
